,Model,Displ,Cyl,Trans,Drive,Fuel,Stnd,Underhood_ID,Veh_Class,Air_Pollution_Score,City_MPG,Hwy_MPG,Cmb_MPG,Greenhouse_Gas_Score
192,CHEVROLET Trailblazer,6.0,8,Auto-L4,4WD,Gasoline,L2,8GMXT06.0387,SUV,6.0,12.0,16.0,13.0,1.0
193,CHEVROLET Uplander,3.9,6,Auto-L4,2WD,Gasoline,L2,8GMXB03.9142,minivan,6.0,16.0,23.0,19.0,5.0
194,CHEVROLET Van 1500,4.3,6,Auto-L4,2WD,Gasoline,L2,8GMXT04.3186,van,6.0,15.0,20.0,17.0,4.0
195,CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
196,CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
197,CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT05.3384,van,6.0,13.0,17.0,15.0,3.0
198,CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,14.0,18.0,15.0,3.0
199,CHEVROLET Van 2500,4.3,6,Auto-L4,2WD,Gasoline,L2,8GMXT04.3186,van,6.0,15.0,20.0,17.0,4.0
200,CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
201,CHEVROLET Van 2500,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT05.3384,van,6.0,13.0,17.0,15.0,3.0
202,CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,14.0,18.0,15.0,3.0
203,CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,U2,8CRXV0215M80,large car,7.0,15.0,22.0,18.0,5.0
204,CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,U2,8CRXV0215M80,large car,7.0,17.0,24.0,20.0,6.0
205,CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,U2,8CRXV0215M80,large car,7.0,17.0,24.0,20.0,6.0
206,CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV02.7ME0,large car,6.0,18.0,26.0,21.0,6.0
207,CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,L2,8CRXV06.1ME0,large car,6.0,13.0,18.0,15.0,3.0
208,CHRYSLER Aspen,4.7,8,Auto-L5,2WD,Gasoline,U2,8CRXT0287P80,SUV,7.0,14.0,19.0,15.0,3.0
209,CHRYSLER Aspen,5.7,8,Auto-L5,2WD,Gasoline,L2,8CRXT05.7PE0,SUV,6.0,13.0,19.0,15.0,3.0
210,CHRYSLER Aspen,5.7,8,Auto-L5,4WD,Gasoline,L2,8CRXT05.7PE0,SUV,6.0,13.0,18.0,15.0,3.0
211,CHRYSLER Crossfire,3.2,6,Man-6,2WD,Gasoline,L2,8CRXV03.2ME0,small car,6.0,15.0,23.0,18.0,5.0
212,CHRYSLER Crossfire,3.2,6,Auto-L5,2WD,Gasoline,L2,8CRXV03.2ME0,small car,6.0,19.0,25.0,21.0,6.0
213,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXV0148M80,SUV,7.0,18.0,24.0,21.0,6.0
214,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXV0148M80,SUV,7.0,19.0,24.0,21.0,6.0
215,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,U2,8CRXV0148M80,SUV,7.0,20.0,25.0,22.0,6.0
216,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXV02.4ME1,SUV,6.0,18.0,24.0,21.0,6.0
217,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXV02.4ME3,SUV,6.0,19.0,24.0,21.0,6.0
218,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,L2,8CRXV02.4ME1,SUV,6.0,20.0,25.0,22.0,6.0
219,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,L2,8CRXV02.4ME3,SUV,6.0,21.0,26.0,23.0,7.0
220,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXV0148M80,small car,7.0,18.0,24.0,21.0,6.0
221,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXV0148M80,small car,7.0,19.0,24.0,21.0,6.0
222,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,U2,8CRXV0148M80,small car,7.0,20.0,25.0,22.0,6.0
223,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXV02.4ME1,small car,6.0,18.0,24.0,21.0,6.0
224,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXV02.4ME3,small car,6.0,19.0,24.0,21.0,6.0
225,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,L2,8CRXV02.4ME1,small car,6.0,20.0,25.0,22.0,6.0
226,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,L2,8CRXV02.4ME3,small car,6.0,21.0,26.0,23.0,7.0
227,CHRYSLER Pacifica,3.8,6,Auto-L4,2WD,Gasoline,U2,8CRXT0231N80,SUV,7.0,15.0,22.0,18.0,5.0
228,CHRYSLER Pacifica,4.0,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,SUV,7.0,15.0,23.0,17.0,4.0
229,CHRYSLER Pacifica,4.0,6,Auto-L6,4WD,Gasoline,U2,8CRXB0241M80,SUV,7.0,14.0,22.0,17.0,4.0
230,CHRYSLER SRT-8,3.5,6,Auto-L5,2WD,Gasoline,U2,8CRXV0215M80,large car,7.0,17.0,24.0,20.0,6.0
231,CHRYSLER SRT-8,3.5,6,Auto-L4,2WD,Gasoline,U2,8CRXV0215M80,large car,7.0,17.0,24.0,20.0,6.0
232,CHRYSLER SRT-8,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV02.7ME0,large car,6.0,18.0,26.0,21.0,6.0
233,CHRYSLER SRT-8,6.1,8,Auto-L5,2WD,Gasoline,L2,8CRXV06.1ME0,large car,6.0,13.0,18.0,15.0,3.0
234,CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXB0144M80,midsize car,7.0,21.0,30.0,24.0,7.0
235,CHRYSLER Sebring,3.5,6,Auto-L6,4WD,Gasoline,U2,8CRXB0241M80,midsize car,7.0,15.0,24.0,18.0,5.0
236,CHRYSLER Sebring,3.5,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,midsize car,7.0,16.0,26.0,19.0,5.0
237,CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXB02.4ME0,midsize car,6.0,21.0,30.0,24.0,7.0
238,CHRYSLER Sebring,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV0167M70,midsize car,6.0,19.0,27.0,22.0,6.0
239,CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXB0144M80,small car,7.0,20.0,29.0,23.0,7.0
240,CHRYSLER Sebring Convertible,3.5,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,small car,7.0,16.0,26.0,19.0,5.0
241,CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXB02.4ME0,small car,6.0,20.0,29.0,23.0,7.0
242,CHRYSLER Sebring Convertible,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV0167M70,small car,6.0,18.0,26.0,21.0,6.0
243,CHRYSLER Town & Country,3.3,6,Auto-L4,2WD,Gasoline,U2,8CRXT0231N80,minivan,7.0,17.0,24.0,19.0,5.0
244,CHRYSLER Town & Country,3.8,6,Auto-L6,2WD,Gasoline,U2,8CRXT0231N80,minivan,7.0,16.0,23.0,18.0,5.0
245,CHRYSLER Town & Country,4.0,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,minivan,7.0,16.0,23.0,18.0,5.0
246,DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXB0144M80,midsize car,7.0,21.0,30.0,24.0,7.0
247,DODGE Avenger,3.5,6,Auto-L6,4WD,Gasoline,U2,8CRXB0241M80,midsize car,7.0,15.0,24.0,18.0,5.0
248,DODGE Avenger,3.5,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,midsize car,7.0,16.0,26.0,19.0,5.0
249,DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXB02.4ME0,midsize car,6.0,21.0,30.0,24.0,7.0
250,DODGE Avenger,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV0167M70,midsize car,6.0,19.0,27.0,22.0,6.0
251,DODGE Caliber,2.4,4,Auto-AV,4WD,Gasoline,U2,8CRXB0144M81,midsize car,7.0,21.0,24.0,22.0,6.0
252,DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,U2,8CRXB0144M81,midsize car,7.0,21.0,25.0,23.0,7.0
253,DODGE Caliber,2.0,4,Auto-AV,2WD,Gasoline,L2,8CRXB02.4ME0,midsize car,6.0,23.0,27.0,24.0,7.0
254,DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,L2,8CRXB02.4ME0,midsize car,6.0,21.0,25.0,23.0,7.0
255,DODGE Caravan,3.3,6,Auto-L4,2WD,Gasoline,U2,8CRXT0231N80,minivan,7.0,17.0,24.0,19.0,5.0
256,DODGE Caravan,3.8,6,Auto-L6,2WD,Gasoline,U2,8CRXT0231N80,minivan,7.0,16.0,23.0,18.0,5.0
257,DODGE Caravan,4.0,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,minivan,7.0,16.0,23.0,18.0,5.0
258,DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,L2,8CRXV06.1ME0,midsize car,6.0,13.0,18.0,15.0,3.0
259,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,U2,8CRXV0215M80,large car,7.0,15.0,22.0,18.0,5.0
260,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,U2,8CRXV0215M80,large car,7.0,17.0,24.0,20.0,6.0
261,DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,U2,8CRXV0215M80,large car,7.0,17.0,24.0,20.0,6.0
262,DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV02.7ME0,large car,6.0,18.0,26.0,21.0,6.0
263,DODGE Charger,6.1,8,Auto-L5,2WD,Gasoline,L2,8CRXV06.1ME0,large car,6.0,13.0,18.0,15.0,3.0
264,DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,U2,8CRXT0226P80,pickup,7.0,15.0,20.0,17.0,4.0
265,DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,U2,8CRXT0226P80,pickup,7.0,14.0,18.0,15.0,3.0
266,DODGE Dakota,4.7,8,Auto-L5,2WD,Gasoline,U2,8CRXT0287P80,pickup,7.0,14.0,19.0,15.0,3.0
267,DODGE Dakota,4.7,8,Auto-L5,4WD,Gasoline,U2,8CRXT0287P80,pickup,7.0,14.0,19.0,15.0,3.0
268,DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,15.0,20.0,17.0,4.0
269,DODGE Dakota,3.7,6,Man-6,2WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,16.0,20.0,18.0,5.0
270,DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,14.0,18.0,15.0,3.0
271,DODGE Dakota,3.7,6,Man-6,4WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,15.0,19.0,16.0,4.0
272,DODGE Durango,3.7,6,Auto-L4,2WD,Gasoline,U2,8CRXT0226P80,SUV,7.0,14.0,19.0,16.0,4.0
273,DODGE Durango,4.7,8,Auto-L5,2WD,Gasoline,U2,8CRXT0287P80,SUV,7.0,14.0,19.0,15.0,3.0
274,DODGE Durango,4.7,8,Auto-L5,4WD,Gasoline,U2,8CRXT0287P80,SUV,7.0,13.0,17.0,15.0,3.0
275,DODGE Durango,5.7,8,Auto-L5,2WD,Gasoline,L2,8CRXT05.7PE0,SUV,6.0,13.0,19.0,15.0,3.0
276,DODGE Durango,5.7,8,Auto-L5,4WD,Gasoline,L2,8CRXT05.7PE0,SUV,6.0,13.0,18.0,15.0,3.0
277,DODGE Magnum,3.5,6,Auto-L5,2WD,Gasoline,U2,8CRXV0215M80,SUV,7.0,17.0,24.0,20.0,6.0
278,DODGE Magnum,3.5,6,Auto-L4,2WD,Gasoline,U2,8CRXV0215M80,SUV,7.0,17.0,24.0,20.0,6.0
279,DODGE Magnum,3.5,6,Auto-L5,4WD,Gasoline,U2,8CRXV0215M80,SUV,7.0,15.0,22.0,18.0,5.0
280,DODGE Magnum,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV02.7ME0,SUV,6.0,18.0,26.0,21.0,6.0
281,DODGE Magnum,6.1,8,Auto-L5,2WD,Gasoline,L2,8CRXV06.1ME0,SUV,6.0,13.0,18.0,15.0,3.0
282,DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,U2,8CRXT0226N80,SUV,7.0,16.0,22.0,18.0,5.0
283,DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,U2,8CRXT0226N80,SUV,7.0,15.0,21.0,17.0,4.0
284,DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,16.0,22.0,18.0,5.0
285,DODGE Nitro,3.7,6,Man-6,2WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,16.0,22.0,19.0,5.0
286,DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,15.0,21.0,17.0,4.0
287,DODGE Nitro,3.7,6,Man-6,4WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,16.0,22.0,18.0,5.0
288,DODGE Nitro,4.0,6,Auto-L5,2WD,Gasoline,L2,8CRXT04.0NE0,SUV,6.0,16.0,21.0,18.0,5.0
289,DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,U2,8CRXT0226P80,pickup,7.0,14.0,19.0,16.0,4.0
290,DODGE RAM 1500,4.7,8,Auto-L5,2WD,Gasoline,U2,8CRXT0287P80,pickup,7.0,13.0,18.0,15.0,3.0
291,DODGE RAM 1500,4.7,8,Auto-L5,4WD,Gasoline,U2,8CRXT0287P80,pickup,7.0,13.0,17.0,15.0,3.0
292,DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,14.0,19.0,16.0,4.0
293,DODGE RAM 1500,3.7,6,Man-6,2WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,16.0,19.0,17.0,4.0
294,DODGE RAM 1500,4.7,8,Man-6,2WD,Gasoline,L2,8CRXT04.7PE0,pickup,6.0,13.0,17.0,14.0,2.0
295,DODGE RAM 1500,4.7,8,Man-6,4WD,Gasoline,L2,8CRXT04.7PE0,pickup,6.0,12.0,16.0,14.0,2.0
296,DODGE RAM 1500,5.7,8,Auto-L5,2WD,Gasoline,L2,8CRXT05.7PE0,pickup,6.0,13.0,19.0,15.0,3.0
297,DODGE RAM 1500,5.7,8,Auto-L5,4WD,Gasoline,L2,8CRXT05.7PE0,pickup,6.0,13.0,17.0,14.0,2.0
298,DODGE Viper,8.4,10,Man-6,2WD,Gasoline,L2,8CRXV08.4ME0,small car,6.0,13.0,22.0,16.0,4.0
299,DODGE Viper Convertible,8.4,10,Man-6,2WD,Gasoline,L2,8CRXV08.4ME0,small car,6.0,13.0,22.0,16.0,4.0
300,FERRARI 599 GTB Fiorano,5.9,12,Auto-6,2WD,Gasoline,L2,8FEXV05.7LEV,small car,6.0,11.0,15.0,12.0,0.0
301,FERRARI 599 GTB Fiorano,5.9,12,Man-6,2WD,Gasoline,L2,8FEXV05.7LEV,small car,6.0,11.0,15.0,12.0,0.0
302,FERRARI 612 Scaglietti,5.7,12,Auto-6,2WD,Gasoline,L2,8FEXV05.7LEV,midsize car,6.0,9.0,16.0,11.0,0.0
303,FERRARI 612 Scaglietti,5.7,12,Man-6,2WD,Gasoline,L2,8FEXV05.7LEV,midsize car,6.0,10.0,15.0,12.0,0.0
304,FORD Edge,3.5,6,Auto-L6,2WD,Gasoline,U2,8FMXT03.52EB,SUV,7.0,16.0,24.0,19.0,5.0
305,FORD Edge,3.5,6,Auto-L6,4WD,Gasoline,U2,8FMXT03.52EB,SUV,7.0,15.0,22.0,18.0,5.0
306,FORD Escape,2.3,4,Man-5,2WD,Gasoline,U2,8FMXT02.31EF,SUV,7.0,22.0,28.0,24.0,7.0
307,FORD Escape,2.3,4,Auto-L4,2WD,Gasoline,L2,8FMXT02.31EA,SUV,6.0,20.0,26.0,22.0,6.0
308,FORD Escape,2.3,4,Auto-L4,4WD,Gasoline,L2,8FMXT02.31EA,SUV,6.0,19.0,24.0,21.0,6.0
309,FORD Escape,3.0,6,Auto-L4,2WD,Gasoline,L2,8FMXT03.01EB,SUV,6.0,18.0,24.0,20.0,6.0
310,FORD Escape,3.0,6,Auto-L4,4WD,Gasoline,L2,8FMXT03.02EC,SUV,6.0,17.0,22.0,19.0,5.0
311,FORD Escape Hybrid,2.3,4,Auto-AV,2WD,Gasoline,S2,8FMXT02.32ZE,SUV,9.5,34.0,30.0,32.0,9.0
312,FORD Escape Hybrid,2.3,4,Auto-AV,4WD,Gasoline,S2,8FMXT02.32ZE,SUV,9.5,29.0,27.0,28.0,8.0
313,FORD Expedition,5.4,8,Auto-L6,2WD,Gasoline,U2,8FMXT05.44E6,SUV,7.0,12.0,18.0,14.0,2.0
314,FORD Explorer,4.0,6,Auto-L5,2WD,Gasoline,B4,8FMXT04.03DB,SUV,7.0,14.0,20.0,16.0,4.0
315,FORD Explorer,4.0,6,Auto-L5,4WD,Gasoline,B4,8FMXT04.03DB,SUV,7.0,13.0,19.0,15.0,3.0
316,FORD Explorer,4.6,8,Auto-L6,2WD,Gasoline,U2,8FMXT04.63BX,SUV,7.0,13.0,20.0,16.0,4.0
317,FORD Explorer,4.6,8,Auto-L6,2WD,Gasoline,U2,8FMXT04.63EZ,SUV,7.0,13.0,20.0,16.0,4.0
318,FORD Explorer,4.6,8,Auto-L6,4WD,Gasoline,U2,8FMXT04.63BX,SUV,7.0,13.0,19.0,15.0,3.0
319,FORD Explorer,4.6,8,Auto-L6,4WD,Gasoline,U2,8FMXT04.63EZ,SUV,7.0,13.0,19.0,15.0,3.0
320,FORD Explorer Sport Trac,4.0,6,Auto-L5,2WD,Gasoline,B4,8FMXT04.03DB,pickup,7.0,14.0,20.0,16.0,4.0
321,FORD Explorer Sport Trac,4.0,6,Auto-L5,4WD,Gasoline,B4,8FMXT04.03DB,pickup,7.0,13.0,19.0,15.0,3.0
322,FORD Explorer Sport Trac,4.6,8,Auto-L6,2WD,Gasoline,U2,8FMXT04.63BX,pickup,7.0,13.0,20.0,16.0,4.0
323,FORD Explorer Sport Trac,4.6,8,Auto-L6,2WD,Gasoline,U2,8FMXT04.63EZ,pickup,7.0,13.0,20.0,16.0,4.0
324,FORD Explorer Sport Trac,4.6,8,Auto-L6,4WD,Gasoline,U2,8FMXT04.63BX,pickup,7.0,13.0,19.0,15.0,3.0
325,FORD Explorer Sport Trac,4.6,8,Auto-L6,4WD,Gasoline,U2,8FMXT04.63EZ,pickup,7.0,13.0,19.0,15.0,3.0
326,FORD F150,5.4,8,Auto-L4,2WD,Gasoline,B4,8FMXT05.44D7,pickup,7.0,13.0,17.0,14.0,2.0
327,FORD F150,5.4,8,Auto-L4,4WD,Gasoline,B4,8FMXT05.44D7,pickup,7.0,13.0,17.0,14.0,2.0
328,FORD F150,4.2,6,Auto-L4,2WD,Gasoline,L2,8FMXT04.23A4,pickup,6.0,14.0,19.0,16.0,4.0
329,FORD F150,4.2,6,Man-5,2WD,Gasoline,L2,8FMXT04.23A4,pickup,6.0,14.0,20.0,16.0,4.0
330,FORD F150,4.6,8,Auto-L4,2WD,Gasoline,L2,8FMXT04.63AB,pickup,6.0,14.0,19.0,16.0,4.0
331,FORD F150,4.6,8,Auto-L4,4WD,Gasoline,L2,8FMXT04.63AB,pickup,6.0,13.0,17.0,14.0,2.0
332,FORD F150 STX SE,5.4,8,Auto-L4,2WD,Gasoline,B4,8FMXT05.43DP,pickup,7.0,14.0,19.0,15.0,3.0
333,FORD F150 STX SE,5.4,8,Auto-L4,2WD,Gasoline,B4,8FMXT05.44D7,pickup,7.0,14.0,19.0,15.0,3.0
334,FORD Focus,2.0,4,Auto-L4,2WD,Gasoline,S2,8FMXV02.0VZP,small car,9.5,24.0,33.0,28.0,8.0
335,FORD Focus,2.0,4,Man-5,2WD,Gasoline,S2,8FMXV02.0VZP,small car,9.5,24.0,35.0,28.0,8.0
336,FORD Fusion,2.3,4,Auto-L5,2WD,Gasoline,S2,8FMXV02.3VZT,midsize car,9.5,20.0,28.0,23.0,7.0
337,FORD Fusion,3.0,6,Auto-L6,4WD,Gasoline,U2,8FMXV03.0VEK,midsize car,7.0,17.0,25.0,20.0,6.0
338,FORD Fusion,3.0,6,Auto-L6,2WD,Gasoline,U2,8FMXV03.0VEK,midsize car,7.0,18.0,26.0,21.0,6.0
339,FORD Mustang,4.0,6,Auto-L5,2WD,Gasoline,U2,8FMXV04.0VER,small car,7.0,16.0,24.0,19.0,5.0
340,FORD Mustang,4.0,6,Man-5,2WD,Gasoline,U2,8FMXV04.0VER,small car,7.0,17.0,26.0,20.0,6.0
341,FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,U2,8FMXV04.6VBB,small car,7.0,15.0,22.0,18.0,5.0
342,FORD Mustang,4.6,8,Man-5,2WD,Gasoline,U2,8FMXV04.6VBB,small car,7.0,15.0,23.0,18.0,5.0
343,FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,L2,8FMXV05.4VEK,small car,6.0,15.0,22.0,18.0,5.0
344,FORD Mustang,4.6,8,Man-5,2WD,Gasoline,L2,8FMXV05.4VEK,small car,6.0,15.0,23.0,18.0,5.0
345,FORD Mustang,5.4,8,Man-6,2WD,Gasoline,L2,8FMXV05.4VEK,small car,6.0,14.0,20.0,16.0,4.0
346,FORD Ranger,2.3,4,Auto-L5,2WD,Gasoline,U2,8FMXT02.31BA,pickup,7.0,19.0,24.0,21.0,6.0
347,FORD Ranger,2.3,4,Man-5,2WD,Gasoline,U2,8FMXT02.31BA,pickup,7.0,21.0,26.0,23.0,7.0
348,FORD Ranger,3.0,6,Auto-L5,2WD,Gasoline,U2,8FMXT03.01BK,pickup,7.0,15.0,20.0,17.0,4.0
349,FORD Ranger,3.0,6,Man-5,2WD,Gasoline,U2,8FMXT03.01BK,pickup,7.0,16.0,22.0,18.0,5.0
350,FORD Ranger,3.0,6,Auto-L5,2WD,Gasoline,U2,8FMXT03.02BB,pickup,7.0,15.0,20.0,17.0,4.0
351,FORD Ranger,3.0,6,Man-5,2WD,Gasoline,U2,8FMXT03.02BB,pickup,7.0,16.0,22.0,18.0,5.0
352,FORD Ranger,3.0,6,Auto-L5,4WD,Gasoline,U2,8FMXT03.02BB,pickup,7.0,14.0,19.0,16.0,4.0
353,FORD Ranger,3.0,6,Man-5,4WD,Gasoline,U2,8FMXT03.02BB,pickup,7.0,15.0,20.0,17.0,4.0
354,FORD Ranger,4.0,6,Man-5,2WD,Gasoline,L2,8FMXT04.02EG,pickup,6.0,15.0,20.0,17.0,4.0
355,FORD Ranger,4.0,6,Auto-L5,2WD,Gasoline,L2,8FMXT04.02EG,pickup,6.0,15.0,20.0,17.0,4.0
356,FORD Ranger,4.0,6,Auto-L5,4WD,Gasoline,L2,8FMXT04.02EG,pickup,6.0,14.0,17.0,15.0,3.0
357,FORD Ranger,4.0,6,Man-5,4WD,Gasoline,L2,8FMXT04.02EG,pickup,6.0,15.0,19.0,16.0,4.0
358,FORD Taurus,3.5,6,Auto-L6,4WD,Gasoline,S2,8FMXV03.51ZL,large car,9.5,17.0,24.0,19.0,5.0
359,FORD Taurus,3.5,6,Auto-L6,2WD,Gasoline,S2,8FMXV03.51ZL,large car,9.5,18.0,28.0,22.0,6.0
360,FORD Taurus X,3.5,6,Auto-L6,2WD,Gasoline,S2,8FMXV03.51ZL,SUV,9.5,16.0,24.0,19.0,5.0
361,FORD Taurus X,3.5,6,Auto-L6,4WD,Gasoline,S2,8FMXV03.51ZL,SUV,9.5,15.0,22.0,18.0,5.0
362,GMC Acadia,3.6,6,Auto-L6,2WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,16.0,24.0,19.0,5.0
363,GMC Acadia,3.6,6,Auto-L6,4WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,16.0,22.0,18.0,5.0
364,GMC Envoy,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT06.0387,SUV,6.0,14.0,20.0,17.0,4.0
365,GMC Envoy,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT06.0387,SUV,6.0,13.0,19.0,16.0,4.0
366,GMC Savana 1500,4.3,6,Auto-L4,2WD,Gasoline,L2,8GMXT04.3186,van,6.0,15.0,20.0,17.0,4.0
367,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
368,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
369,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT05.3384,van,6.0,13.0,17.0,15.0,3.0
370,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,14.0,18.0,15.0,3.0
371,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
372,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
373,GMC Savana 2500,4.3,6,Auto-L4,2WD,Gasoline,L2,8GMXT04.3186,van,6.0,15.0,20.0,17.0,4.0
374,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
375,GMC Savana 2500,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT05.3384,van,6.0,13.0,17.0,15.0,3.0
376,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,14.0,18.0,15.0,3.0
377,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
378,GMC Sierra 15,4.3,6,Auto-L4,2WD,Gasoline,L2,8GMXT04.3186,pickup,6.0,15.0,20.0,17.0,4.0
379,GMC Sierra 15,4.3,6,Auto-L4,4WD,Gasoline,L2,8GMXT04.3186,pickup,6.0,14.0,18.0,15.0,3.0
380,GMC Sierra 15,6.0,8,Auto-L4,2WD,Gasoline,L2,8GMXT06.2382,pickup,6.0,13.0,18.0,15.0,3.0
381,GMC Sierra 15,6.2,8,Auto-L6,2WD,Gasoline,L2,8GMXT06.2382,pickup,6.0,12.0,19.0,15.0,3.0
382,GMC Sierra 15,6.2,8,Auto-L6,4WD,Gasoline,L2,8GMXT06.2382,pickup,6.0,12.0,18.0,14.0,2.0
