,Model,Displ,Cyl,Trans,Drive,Fuel,Stnd,Underhood_ID,Veh_Class,Air_Pollution_Score,City_MPG,Hwy_MPG,Cmb_MPG,Greenhouse_Gas_Score
758,PONTIAC Vibe,1.8,4,Man-5,2WD,Gasoline,U2,8NTXV01.8BEA,station wagon,7.0,26.0,33.0,29.0,8.0
759,PORSCHE 911 GT2,3.6,6,Man-6,2WD,Gasoline,L2,8PRXV03.6T97,small car,6.0,16.0,23.0,19.0,5.0
760,PORSCHE 911 GT3,3.6,6,Man-6,2WD,Gasoline,L2,8PRXV03.6GT3,small car,6.0,15.0,22.0,18.0,5.0
761,PORSCHE 911 GT3 RS,3.6,6,Man-6,2WD,Gasoline,L2,8PRXV03.6GT3,small car,6.0,15.0,22.0,18.0,5.0
762,PORSCHE 911 Turbo,3.6,6,Auto-L5,4WD,Gasoline,L2,8PRXV03.6T97,small car,6.0,15.0,23.0,18.0,5.0
763,PORSCHE 911 Turbo,3.6,6,Man-6,4WD,Gasoline,L2,8PRXV03.6T97,small car,6.0,16.0,23.0,18.0,5.0
764,PORSCHE 911 Turbo Cabriolet,3.6,6,Auto-L5,4WD,Gasoline,L2,8PRXV03.6T97,small car,6.0,15.0,23.0,18.0,5.0
765,PORSCHE 911 Turbo Cabriolet,3.6,6,Man-6,4WD,Gasoline,L2,8PRXV03.6T97,small car,6.0,15.0,24.0,18.0,5.0
766,PORSCHE Boxster,2.7,6,Auto-L5,2WD,Gasoline,U2,8PRXV03.4C87,small car,7.0,19.0,26.0,21.0,6.0
767,PORSCHE Boxster,2.7,6,Man-6,2WD,Gasoline,U2,8PRXV03.4C87,small car,7.0,19.0,28.0,22.0,6.0
768,PORSCHE Boxster,2.7,6,Man-5,2WD,Gasoline,U2,8PRXV03.4C87,small car,7.0,20.0,29.0,23.0,7.0
769,PORSCHE Boxster S,3.4,6,Auto-L5,2WD,Gasoline,U2,8PRXV03.4C87,small car,7.0,18.0,25.0,21.0,6.0
770,PORSCHE Boxster S,3.4,6,Man-6,2WD,Gasoline,U2,8PRXV03.4C87,small car,7.0,18.0,26.0,21.0,6.0
771,PORSCHE Carrera Cabriolet,3.6,6,Auto-L5,4WD,Gasoline,L2,8PRXV03.8997,small car,6.0,17.0,24.0,19.0,5.0
772,PORSCHE Carrera Cabriolet,3.6,6,Man-6,4WD,Gasoline,L2,8PRXV03.8997,small car,6.0,17.0,25.0,20.0,6.0
773,PORSCHE Carrera Cabriolet,3.6,6,Auto-L5,2WD,Gasoline,L2,8PRXV03.8997,small car,6.0,18.0,24.0,20.0,6.0
774,PORSCHE Carrera Cabriolet,3.6,6,Man-6,2WD,Gasoline,L2,8PRXV03.8997,small car,6.0,18.0,26.0,21.0,6.0
775,PORSCHE Carrera Coupe,3.6,6,Auto-L5,4WD,Gasoline,L2,8PRXV03.8997,small car,6.0,17.0,24.0,19.0,5.0
776,PORSCHE Carrera Coupe,3.6,6,Man-6,4WD,Gasoline,L2,8PRXV03.8997,small car,6.0,17.0,25.0,20.0,6.0
777,PORSCHE Carrera Coupe,3.6,6,Auto-L5,2WD,Gasoline,L2,8PRXV03.8997,small car,6.0,18.0,24.0,20.0,6.0
778,PORSCHE Carrera Coupe,3.6,6,Man-6,2WD,Gasoline,L2,8PRXV03.8997,small car,6.0,18.0,26.0,21.0,6.0
779,PORSCHE Carrera Targa,3.6,6,Auto-L5,4WD,Gasoline,L2,8PRXV03.8997,small car,6.0,17.0,24.0,19.0,5.0
780,PORSCHE Carrera Targa,3.6,6,Man-6,4WD,Gasoline,L2,8PRXV03.8997,small car,6.0,17.0,25.0,20.0,6.0
781,PORSCHE Cayenne,3.6,6,Man-6,4WD,Gasoline,L2,8PRXT03.66ED,SUV,6.0,14.0,20.0,16.0,4.0
782,PORSCHE Cayenne,3.6,6,Auto-L6,4WD,Gasoline,L2,8PRXT03.66ED,SUV,6.0,14.0,20.0,16.0,4.0
783,PORSCHE Cayenne S,4.8,8,Auto-L6,4WD,Gasoline,U2,8PRXT04.8SED,SUV,7.0,13.0,19.0,15.0,3.0
784,PORSCHE Cayenne Turbo,4.8,8,Auto-L6,4WD,Gasoline,L2,8PRXT04.8TED,SUV,6.0,12.0,19.0,14.0,2.0
785,PORSCHE Cayman,2.7,6,Auto-L5,2WD,Gasoline,U2,8PRXV03.4C87,small car,7.0,19.0,26.0,21.0,6.0
786,PORSCHE Cayman,2.7,6,Man-6,2WD,Gasoline,U2,8PRXV03.4C87,small car,7.0,19.0,28.0,22.0,6.0
787,PORSCHE Cayman,2.7,6,Man-5,2WD,Gasoline,U2,8PRXV03.4C87,small car,7.0,20.0,29.0,23.0,7.0
788,PORSCHE Cayman S,3.4,6,Auto-L5,2WD,Gasoline,U2,8PRXV03.4C87,small car,7.0,18.0,25.0,21.0,6.0
789,PORSCHE Cayman S,3.4,6,Man-6,2WD,Gasoline,U2,8PRXV03.4C87,small car,7.0,18.0,26.0,21.0,6.0
790,ROLLS-ROYCE Phantom,6.7,12,Auto-S6,2WD,Gasoline,L2,8RRGV06.7LE2,midsize car,6.0,13.0,19.0,15.0,3.0
791,ROLLS-ROYCE Phantom,6.7,12,Auto-S6,2WD,Gasoline,L2,8RRGV06.7LE2,small car,6.0,13.0,19.0,15.0,3.0
792,ROUSH Stage 3 F150,5.4,8,Auto-L4,2WD,Gasoline,B4,8RIIT05.4RI7,pickup,7.0,11.0,15.0,13.0,1.0
793,ROUSH Stage 3 F150,5.4,8,Auto-L4,4WD,Gasoline,B4,8RIIT05.4RI7,pickup,7.0,11.0,15.0,13.0,1.0
794,ROUSH Stage 3 Mustang,4.6,8,Auto-L5,2WD,Gasoline,U2,8RIIV04.6VBB,small car,7.0,14.0,20.0,16.0,4.0
795,ROUSH Stage 3 Mustang,4.6,8,Man-5,2WD,Gasoline,U2,8RIIV04.6VBB,small car,7.0,15.0,20.0,17.0,4.0
796,SAAB 9-3 Convertible,2.0,4,Auto-S5,2WD,Gasoline,L2,8GMXV02.3001,small car,6.0,18.0,24.0,20.0,6.0
797,SAAB 9-3 Convertible,2.0,4,Man-6,2WD,Gasoline,L2,8GMXV02.3001,small car,6.0,18.0,27.0,22.0,6.0
798,SAAB 9-3 Convertible,2.8,6,Auto-S6,2WD,Gasoline,L2,8GMXV02.8004,small car,6.0,15.0,24.0,18.0,5.0
799,SAAB 9-3 Convertible,2.8,6,Man-6,2WD,Gasoline,L2,8GMXV02.8004,small car,6.0,16.0,26.0,19.0,5.0
800,SAAB 9-3 Sport Sedan,2.0,4,Auto-S5,2WD,Gasoline,L2,8GMXV02.3001,small car,6.0,19.0,26.0,21.0,6.0
801,SAAB 9-3 Sport Sedan,2.0,4,Man-6,2WD,Gasoline,L2,8GMXV02.3001,small car,6.0,19.0,29.0,23.0,7.0
802,SAAB 9-3 Sport Sedan,2.8,6,Auto-S6,2WD,Gasoline,L2,8GMXV02.8004,small car,6.0,15.0,24.0,18.0,5.0
803,SAAB 9-3 Sport Sedan,2.8,6,Man-6,2WD,Gasoline,L2,8GMXV02.8004,small car,6.0,16.0,26.0,19.0,5.0
804,SAAB 9-3 Sportcombi,2.0,4,Auto-S5,2WD,Gasoline,L2,8GMXV02.3001,station wagon,6.0,18.0,24.0,20.0,6.0
805,SAAB 9-3 Sportcombi,2.0,4,Man-6,2WD,Gasoline,L2,8GMXV02.3001,station wagon,6.0,19.0,29.0,23.0,7.0
806,SAAB 9-3 Sportcombi,2.8,6,Auto-S6,2WD,Gasoline,L2,8GMXV02.8004,station wagon,6.0,15.0,24.0,18.0,5.0
807,SAAB 9-3 Sportcombi,2.8,6,Man-6,2WD,Gasoline,L2,8GMXV02.8004,station wagon,6.0,16.0,26.0,19.0,5.0
808,SAAB 9-5,2.3,4,Auto-S5,2WD,Gasoline,L2,8GMXV02.3001,midsize car,6.0,17.0,26.0,20.0,6.0
809,SAAB 9-5,2.3,4,Man-5,2WD,Gasoline,L2,8GMXV02.3001,midsize car,6.0,18.0,28.0,21.0,6.0
810,SAAB 9-5 Sportcombi,2.3,4,Auto-S5,2WD,Gasoline,L2,8GMXV02.3001,station wagon,6.0,17.0,26.0,20.0,6.0
811,SAAB 9-5 Sportcombi,2.3,4,Man-5,2WD,Gasoline,L2,8GMXV02.3001,station wagon,6.0,18.0,28.0,21.0,6.0
812,SAAB 9-7X,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT06.0387,SUV,6.0,13.0,19.0,16.0,4.0
813,SAAB 9-7X,6.0,8,Auto-L4,4WD,Gasoline,L2,8GMXT06.0387,SUV,6.0,12.0,16.0,13.0,1.0
814,SALEEN S281,5.0,8,Man-6,2WD,Gasoline,L2,8S3XV05.0JDC,small car,6.0,12.0,18.0,14.0,2.0
815,SALEEN S281,5.0,8,Man-6,2WD,Gasoline,L2,8S3XV05.0JDC,small car,6.0,12.0,18.0,14.0,2.0
816,SATURN Aura,3.5,6,Auto-L4,2WD,Gasoline,U2,8GMXV03.5043,midsize car,7.0,18.0,29.0,22.0,6.0
817,SATURN Aura,2.4,4,Auto-L4,2WD,Gasoline,L2,8GMXV02.4027,midsize car,6.0,22.0,30.0,25.0,7.0
818,SATURN Aura,3.6,6,Auto-S6,2WD,Gasoline,L2,8GMXB03.6148,midsize car,6.0,17.0,26.0,20.0,6.0
819,SATURN Aura Hybrid,2.4,4,Auto-L4,2WD,Gasoline,L2,8GMXV02.4040,midsize car,6.0,24.0,32.0,27.0,8.0
820,SATURN Outlook,3.6,6,Auto-L6,2WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,16.0,24.0,19.0,5.0
821,SATURN Outlook,3.6,6,Auto-L6,4WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,16.0,22.0,18.0,5.0
822,SATURN Sky,2.0,4,Auto-L5,2WD,Gasoline,L2,8GMXV02.0020,small car,6.0,19.0,26.0,21.0,6.0
823,SATURN Sky,2.0,4,Man-5,2WD,Gasoline,L2,8GMXV02.0020,small car,6.0,19.0,28.0,22.0,6.0
824,SATURN Sky,2.4,4,Auto-L5,2WD,Gasoline,L2,8GMXV02.4031,small car,6.0,19.0,24.0,21.0,6.0
825,SATURN Sky,2.4,4,Man-5,2WD,Gasoline,L2,8GMXV02.4031,small car,6.0,19.0,25.0,21.0,6.0
826,SATURN Vue,3.5,6,Auto-L6,4WD,Gasoline,L2,8GMXB03.9142,SUV,6.0,15.0,22.0,17.0,4.0
827,SATURN Vue,3.6,6,Auto-L6,2WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,16.0,23.0,19.0,5.0
828,SATURN Vue,3.6,6,Auto-S6,2WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,16.0,24.0,19.0,5.0
829,SATURN Vue,3.6,6,Auto-L6,4WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,16.0,22.0,18.0,5.0
830,SATURN Vue,3.6,6,Auto-S6,4WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,16.0,22.0,18.0,5.0
831,SHELBY Mustang GT,4.6,8,Man-5,2WD,Gasoline,L2,8SLBV04.600F,small car,6.0,15.0,22.0,17.0,4.0
832,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,S2,8FJXB02.5NVD,SUV,9.5,20.0,26.0,22.0,6.0
833,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,S2,8FJXB02.5NVD,SUV,9.5,20.0,27.0,22.0,6.0
834,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,L2,8FJXV02.5PRA,SUV,6.0,18.0,23.0,20.0,6.0
835,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,L2,8FJXV02.5PRA,SUV,6.0,19.0,25.0,21.0,6.0
836,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,L2,8FJXV02.5MTC,SUV,6.0,20.0,26.0,22.0,6.0
837,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,L2,8FJXV02.5MTC,SUV,6.0,20.0,27.0,22.0,6.0
838,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,L2,8FJXB02.5PYH,small car,6.0,19.0,25.0,21.0,6.0
839,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,L2,8FJXB02.5PYH,small car,6.0,20.0,25.0,22.0,6.0
840,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,L2,8FJXB02.5MXG,small car,6.0,20.0,27.0,22.0,6.0
841,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,L2,8FJXB02.5MXG,small car,6.0,20.0,27.0,22.0,6.0
842,SUBARU Impreza Wagon,2.5,4,Man-6,4WD,Gasoline,L2,8FJXB02.5PYH,station wagon,6.0,17.0,23.0,19.0,5.0
843,SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,L2,8FJXB02.5PYH,station wagon,6.0,19.0,25.0,21.0,6.0
844,SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,L2,8FJXB02.5PYH,station wagon,6.0,20.0,25.0,22.0,6.0
845,SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,L2,8FJXB02.5MXG,station wagon,6.0,20.0,27.0,22.0,6.0
846,SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,L2,8FJXB02.5MXG,station wagon,6.0,20.0,27.0,22.0,6.0
847,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,S2,8FJXB02.5NVD,small car,9.5,20.0,27.0,22.0,6.0
848,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,S2,8FJXB02.5NVD,small car,9.5,20.0,27.0,22.0,6.0
849,SUBARU Legacy,2.5,4,Man-6,4WD,Gasoline,L2,8FJXB02.5PYH,small car,6.0,17.0,24.0,20.0,6.0
850,SUBARU Legacy,2.5,4,Auto-S5,4WD,Gasoline,L2,8FJXB02.5PYH,small car,6.0,18.0,24.0,20.0,6.0
851,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,L2,8FJXB02.5PYH,small car,6.0,19.0,25.0,21.0,6.0
852,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,L2,8FJXB02.5MXG,small car,6.0,20.0,27.0,22.0,6.0
853,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,L2,8FJXB02.5MXG,small car,6.0,20.0,27.0,22.0,6.0
854,SUBARU Legacy,3.0,6,Auto-S5,4WD,Gasoline,L2,8FJXB03.6TSF,small car,6.0,17.0,24.0,20.0,6.0
855,SUBARU Outback Sport,2.5,4,Man-6,4WD,Gasoline,L2,8FJXB02.5PYH,station wagon,6.0,17.0,23.0,19.0,5.0
856,SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,L2,8FJXB02.5PYH,station wagon,6.0,19.0,25.0,21.0,6.0
857,SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,L2,8FJXB02.5PYH,station wagon,6.0,20.0,25.0,22.0,6.0
858,SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,L2,8FJXB02.5MXG,station wagon,6.0,20.0,27.0,22.0,6.0
859,SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,L2,8FJXB02.5MXG,station wagon,6.0,20.0,27.0,22.0,6.0
860,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,S2,8FJXB02.5NVD,SUV,9.5,19.0,26.0,22.0,6.0
861,SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,S2,8FJXB02.5NVD,SUV,9.5,20.0,26.0,22.0,6.0
862,SUBARU Outback Wagon,2.5,4,Auto-S5,4WD,Gasoline,L2,8FJXB02.5PYH,SUV,6.0,18.0,24.0,20.0,6.0
863,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,L2,8FJXB02.5PYH,SUV,6.0,18.0,24.0,20.0,6.0
864,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,L2,8FJXB02.5MXG,SUV,6.0,19.0,26.0,22.0,6.0
865,SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,L2,8FJXB02.5MXG,SUV,6.0,20.0,26.0,22.0,6.0
866,SUBARU Outback Wagon,3.0,6,Auto-S5,4WD,Gasoline,L2,8FJXB03.6TSF,SUV,6.0,17.0,24.0,20.0,6.0
867,SUBARU Tribeca,3.6,6,Auto-S5,4WD,Gasoline,L2,8FJXB03.6TSF,SUV,6.0,16.0,21.0,18.0,5.0
868,SUZUKI Grand Vitara,2.7,6,Man-5,2WD,Gasoline,L2,8SKXT2.745E1,SUV,6.0,16.0,22.0,18.0,5.0
869,SUZUKI Grand Vitara,2.7,6,Auto-L5,2WD,Gasoline,L2,8SKXT2.745E1,SUV,6.0,17.0,22.0,19.0,5.0
870,SUZUKI Grand Vitara,2.7,6,Man-5,4WD,Gasoline,L2,8SKXT2.745E1,SUV,6.0,16.0,21.0,18.0,5.0
871,SUZUKI Grand Vitara,2.7,6,Auto-L5,4WD,Gasoline,L2,8SKXT2.745E1,SUV,6.0,17.0,21.0,19.0,5.0
872,SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,L2,8SKXV1.995D1,small car,6.0,22.0,30.0,25.0,7.0
873,SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,L2,8SKXV1.995D1,small car,6.0,23.0,31.0,26.0,8.0
874,SUZUKI SX4,2.0,4,Man-5,4WD,Gasoline,L2,8SKXV1.995D1,station wagon,6.0,21.0,28.0,24.0,7.0
875,SUZUKI SX4,2.0,4,Auto-L4,4WD,Gasoline,L2,8SKXV1.995D1,station wagon,6.0,21.0,28.0,24.0,7.0
876,SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,L2,8SKXV1.995D1,station wagon,6.0,22.0,30.0,25.0,7.0
877,SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,L2,8SKXV1.995D1,station wagon,6.0,22.0,30.0,25.0,7.0
878,TOYOTA 4Runner,4.7,8,Auto-L5,2WD,Gasoline,U2,8TYXT04.7BEM,SUV,7.0,15.0,19.0,17.0,4.0
879,TOYOTA 4Runner,4.7,8,Auto-L5,4WD,Gasoline,U2,8TYXT04.7BES,SUV,7.0,14.0,17.0,15.0,3.0
880,TOYOTA 4Runner,4.0,6,Auto-L5,2WD,Gasoline,L2,8TYXT04.0AEM,SUV,6.0,16.0,21.0,18.0,5.0
881,TOYOTA 4Runner,4.0,6,Auto-L5,4WD,Gasoline,L2,8TYXT04.0AEM,SUV,6.0,16.0,20.0,17.0,4.0
882,TOYOTA Avalon,3.5,6,Auto-S6,2WD,Gasoline,U2,8TYXV03.5BEA,large car,7.0,19.0,28.0,22.0,6.0
883,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,S2,8TYXV02.4HX2,midsize car,9.5,21.0,31.0,25.0,7.0
884,TOYOTA Camry,2.4,4,Man-5,2WD,Gasoline,U2,8TYXV02.4BEA,midsize car,7.0,21.0,31.0,25.0,7.0
885,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,U2,8TYXV02.4BEA,midsize car,7.0,21.0,31.0,25.0,7.0
886,TOYOTA Camry,3.5,6,Auto-S6,2WD,Gasoline,U2,8TYXV03.5BEA,midsize car,7.0,19.0,28.0,22.0,6.0
887,TOYOTA Camry Hybrid,2.4,4,Auto-AV,2WD,Gasoline,S2,8TYXV02.4HC3,midsize car,9.5,33.0,34.0,34.0,9.0
888,TOYOTA Corolla,1.8,4,Auto-L4,2WD,Gasoline,U2,8TYXV01.8BEA,small car,7.0,26.0,35.0,29.0,8.0
889,TOYOTA Corolla,1.8,4,Man-5,2WD,Gasoline,U2,8TYXV01.8BEA,small car,7.0,28.0,37.0,31.0,9.0
890,TOYOTA FJ Cruiser,4.0,6,Auto-L5,2WD,Gasoline,L2,8TYXT04.0AEM,SUV,6.0,16.0,20.0,18.0,5.0
891,TOYOTA FJ Cruiser,4.0,6,Man-6,4WD,Gasoline,L2,8TYXT04.0AEM,SUV,6.0,15.0,18.0,16.0,4.0
892,TOYOTA FJ Cruiser,4.0,6,Auto-L5,4WD,Gasoline,L2,8TYXT04.0AEM,SUV,6.0,16.0,20.0,17.0,4.0
893,TOYOTA Highlander,3.5,6,Auto-S5,2WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,18.0,24.0,20.0,6.0
894,TOYOTA Highlander,3.5,6,Auto-S5,4WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,17.0,23.0,19.0,5.0
895,TOYOTA Highlander Hybrid,3.3,6,Auto-AV,4WD,Gasoline,S2,8TYXT03.3CC4,SUV,9.0,27.0,25.0,26.0,8.0
896,TOYOTA Land Cruiser,5.7,8,Auto-S6,4WD,Gasoline,U2,8TYXT05.7BEX,SUV,7.0,13.0,18.0,15.0,3.0
897,TOYOTA Matrix,1.8,4,Auto-L4,2WD,Gasoline,U2,8TYXV01.8BEA,station wagon,7.0,25.0,31.0,27.0,8.0
898,TOYOTA Matrix,1.8,4,Man-5,2WD,Gasoline,U2,8TYXV01.8BEA,station wagon,7.0,26.0,33.0,29.0,8.0
899,TOYOTA Prius,1.5,4,Auto-AV,2WD,Gasoline,S2,8TYXV01.5HC3,midsize car,9.5,48.0,45.0,46.0,10.0
900,TOYOTA RAV4,2.4,4,Auto-L4,2WD,Gasoline,U2,8TYXT02.4BEH,SUV,7.0,21.0,27.0,24.0,7.0
901,TOYOTA RAV4,2.4,4,Auto-L4,4WD,Gasoline,U2,8TYXT02.4BEM,SUV,7.0,20.0,25.0,22.0,6.0
902,TOYOTA RAV4,3.5,6,Auto-L5,2WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,19.0,27.0,22.0,6.0
903,TOYOTA RAV4,3.5,6,Auto-L5,4WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,19.0,26.0,21.0,6.0
904,TOYOTA Scion TC,2.4,4,Man-5,2WD,Gasoline,U2,8TYXV02.4BEB,small car,7.0,20.0,27.0,23.0,7.0
905,TOYOTA Scion TC,2.4,4,Auto-L4,2WD,Gasoline,U2,8TYXV02.4BEB,small car,7.0,21.0,29.0,24.0,7.0
906,TOYOTA Scion XB,2.4,4,Auto-S4,2WD,Gasoline,U2,8TYXV02.4BEB,station wagon,7.0,22.0,28.0,24.0,7.0
907,TOYOTA Scion XB,2.4,4,Man-5,2WD,Gasoline,U2,8TYXV02.4BEB,station wagon,7.0,22.0,28.0,24.0,7.0
908,TOYOTA Scion XD,1.8,4,Auto-L4,2WD,Gasoline,L2,8TYXV01.8AJA,small car,6.0,26.0,32.0,28.0,8.0
909,TOYOTA Scion XD,1.8,4,Man-5,2WD,Gasoline,L2,8TYXV01.8AJA,small car,6.0,27.0,33.0,29.0,8.0
910,TOYOTA Sequoia,4.7,8,Auto-S5,2WD,Gasoline,U2,8TYXT04.7BGX,SUV,7.0,14.0,17.0,15.0,3.0
911,TOYOTA Sequoia,4.7,8,Auto-S5,4WD,Gasoline,U2,8TYXT04.7BGX,SUV,7.0,13.0,16.0,14.0,2.0
912,TOYOTA Sequoia,5.7,8,Auto-S6,2WD,Gasoline,U2,8TYXT05.7BEX,SUV,7.0,14.0,19.0,15.0,3.0
913,TOYOTA Sequoia,5.7,8,Auto-S6,4WD,Gasoline,U2,8TYXT05.7BEX,SUV,7.0,13.0,18.0,15.0,3.0
914,TOYOTA Sienna,3.5,6,Auto-L5,2WD,Gasoline,U2,8TYXT03.5BEM,minivan,7.0,17.0,23.0,19.0,5.0
915,TOYOTA Sienna,3.5,6,Auto-L5,4WD,Gasoline,U2,8TYXT03.5BEM,minivan,7.0,16.0,21.0,18.0,5.0
916,TOYOTA Solara,2.4,4,Man-5,2WD,Gasoline,U2,8TYXV02.4BEA,small car,7.0,21.0,31.0,25.0,7.0
917,TOYOTA Solara,2.4,4,Auto-S5,2WD,Gasoline,U2,8TYXV02.4BEA,small car,7.0,22.0,31.0,25.0,7.0
918,TOYOTA Solara,3.3,6,Auto-S5,2WD,Gasoline,U2,8TYXV03.3BEA,small car,7.0,18.0,27.0,21.0,6.0
919,TOYOTA Solara Convertible,3.3,6,Auto-S5,2WD,Gasoline,U2,8TYXV03.3BEA,small car,7.0,18.0,26.0,21.0,6.0
920,TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,L2,8TYXT02.7AEH,pickup,6.0,19.0,25.0,21.0,6.0
921,TOYOTA Tacoma,2.7,4,Man-5,2WD,Gasoline,L2,8TYXT02.7AEH,pickup,6.0,20.0,25.0,22.0,6.0
922,TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,L2,8TYXT02.7AEM,pickup,6.0,19.0,25.0,21.0,6.0
923,TOYOTA Tacoma,2.7,4,Man-5,2WD,Gasoline,L2,8TYXT02.7AEM,pickup,6.0,20.0,25.0,22.0,6.0
924,TOYOTA Tacoma,2.7,4,Man-5,4WD,Gasoline,L2,8TYXT02.7AEM,pickup,6.0,17.0,22.0,19.0,5.0
925,TOYOTA Tacoma,4.0,6,Man-6,2WD,Gasoline,L2,8TYXT04.0AEM,pickup,6.0,15.0,19.0,17.0,4.0
926,TOYOTA Tacoma,4.0,6,Auto-L5,2WD,Gasoline,L2,8TYXT04.0AEM,pickup,6.0,16.0,20.0,18.0,5.0
927,TOYOTA Tacoma,4.0,6,Man-6,4WD,Gasoline,L2,8TYXT04.0AEM,pickup,6.0,15.0,18.0,16.0,4.0
928,TOYOTA Tacoma,4.0,6,Auto-L5,4WD,Gasoline,L2,8TYXT04.0AEM,pickup,6.0,16.0,20.0,18.0,5.0
929,TOYOTA Tundra,4.7,8,Auto-S5,2WD,Gasoline,U2,8TYXT04.7BGX,pickup,7.0,14.0,17.0,15.0,3.0
930,TOYOTA Tundra,4.7,8,Auto-S5,4WD,Gasoline,U2,8TYXT04.7BGX,pickup,7.0,13.0,16.0,15.0,3.0
931,TOYOTA Tundra,5.7,8,Auto-S6,2WD,Gasoline,U2,8TYXT05.7BEX,pickup,7.0,14.0,18.0,16.0,4.0
932,TOYOTA Tundra,5.7,8,Auto-S6,4WD,Gasoline,U2,8TYXT05.7BEX,pickup,7.0,13.0,17.0,14.0,2.0
933,TOYOTA Tundra,4.0,6,Auto-S5,2WD,Gasoline,L2,8TYXT04.0AES,pickup,6.0,15.0,19.0,17.0,4.0
934,TOYOTA Yaris,1.5,4,Auto-L4,2WD,Gasoline,U2,8TYXV01.5BEA,small car,7.0,29.0,35.0,31.0,9.0
935,TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,U2,8TYXV01.5BEA,small car,7.0,29.0,36.0,32.0,9.0
936,VOLKSWAGEN Eos,2.0,4,Man-6,2WD,Gasoline,U2,8ADXV02.0366,small car,7.0,21.0,29.0,24.0,7.0
937,VOLKSWAGEN Eos,2.0,4,Auto-S6,2WD,Gasoline,U2,8ADXV02.0366,small car,7.0,21.0,30.0,24.0,7.0
938,VOLKSWAGEN Eos,3.2,6,Auto-S6,2WD,Gasoline,L2,8VWXV03.2535,small car,6.0,19.0,26.0,22.0,6.0
939,VOLKSWAGEN GTI,2.0,4,Man-6,2WD,Gasoline,U2,8ADXV02.0366,small car,7.0,21.0,29.0,24.0,7.0
940,VOLKSWAGEN GTI,2.0,4,Auto-S6,2WD,Gasoline,U2,8ADXV02.0366,small car,7.0,22.0,29.0,25.0,7.0
941,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,S2,8VWXV02.5257,small car,9.5,21.0,29.0,24.0,7.0
942,VOLKSWAGEN Jetta,2.5,5,Auto-S6,2WD,Gasoline,S2,8VWXV02.5257,small car,9.5,21.0,29.0,24.0,7.0
943,VOLKSWAGEN Jetta,2.0,4,Man-6,2WD,Gasoline,U2,8ADXV02.0366,small car,7.0,21.0,29.0,24.0,7.0
